#Digilent WaveForms Logic Analyzer Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B2EC34
#Date Time: 2026-03-31 19:17:04.223
#Sample rate: 2e+06Hz
#Samples: 4096

Time (s),DIO  6,DIO  5,DIO  4,DIO  3,DIO  2,DIO  1,DIO  0
1.4452725,1,1,1,1,1,1,1
1.445273,1,1,1,1,1,1,1
1.4452735,1,1,1,1,1,1,1
1.445274,1,1,1,1,1,1,1
1.4452745,1,1,1,1,1,1,1
1.445275,1,1,1,1,1,1,1
1.4452755,1,1,1,1,1,1,1
1.445276,1,1,1,1,1,1,1
1.4452765,1,1,1,1,1,1,1
1.445277,1,1,1,1,1,1,1
1.4452775,1,1,1,1,1,1,1
1.445278,1,1,1,1,1,1,1
1.4452785,1,1,1,1,1,1,1
1.445279,1,1,1,1,1,1,1
1.4452795,1,1,1,1,1,1,1
1.44528,1,1,1,1,1,1,1
1.4452805,1,1,1,1,1,1,1
1.445281,1,1,1,1,1,1,1
1.4452815,1,1,1,1,1,1,1
1.445282,1,1,1,1,1,1,1
1.4452825,1,1,1,1,1,1,1
1.445283,1,1,1,1,1,1,1
1.4452835,1,1,1,1,1,1,1
1.445284,1,1,1,1,1,1,1
1.4452845,1,1,1,1,1,1,1
1.445285,1,1,1,1,1,1,1
1.4452855,1,1,1,1,1,1,1
1.445286,1,1,1,1,1,1,1
1.4452865,1,1,1,1,1,1,1
1.445287,1,1,1,1,1,1,1
1.4452875,1,1,1,1,1,1,1
1.445288,1,1,1,1,1,1,1
1.4452885,1,1,1,1,1,1,1
1.445289,1,1,1,1,1,1,1
1.4452895,1,1,1,1,1,1,1
1.44529,1,1,1,1,1,1,1
1.4452905,1,1,1,1,1,1,1
1.445291,1,1,1,1,1,1,1
1.4452915,1,1,1,1,1,1,1
1.445292,1,1,1,1,1,1,1
1.4452925,1,1,1,1,1,1,1
1.445293,1,1,1,1,1,1,1
1.4452935,1,1,1,1,1,1,1
1.445294,1,1,1,1,1,1,1
1.4452945,1,1,1,1,1,1,1
1.445295,1,1,1,1,1,1,1
1.4452955,1,1,1,1,1,1,1
1.445296,1,1,1,1,1,1,1
1.4452965,1,1,1,1,1,1,1
1.445297,1,1,1,1,1,1,1
1.4452975,1,1,1,1,1,1,1
1.445298,1,1,1,1,1,1,1
1.4452985,1,1,1,1,1,1,1
1.445299,1,1,1,1,1,1,1
1.4452995,1,1,1,1,1,1,1
1.4453,1,1,1,1,1,1,1
1.4453005,1,1,1,1,1,1,1
1.445301,1,1,1,1,1,1,1
1.4453015,1,1,1,1,1,1,1
1.445302,1,1,1,1,1,1,1
1.4453025,1,1,1,1,1,1,1
1.445303,1,1,1,1,1,1,1
1.4453035,1,1,1,1,1,1,1
1.445304,1,1,1,1,1,1,1
1.4453045,1,1,1,1,1,1,1
1.445305,1,1,1,1,1,1,1
1.4453055,1,1,1,1,1,1,1
1.445306,1,1,1,1,1,1,1
1.4453065,1,1,1,1,1,1,1
1.445307,1,1,1,1,1,1,1
1.4453075,1,1,1,1,1,1,1
1.445308,1,1,1,1,1,1,1
1.4453085,1,1,1,1,1,1,1
1.445309,1,1,1,1,1,1,1
1.4453095,1,1,1,1,1,1,1
1.44531,1,1,1,1,1,1,1
1.4453105,1,1,1,1,1,1,1
1.445311,1,1,1,1,1,1,1
1.4453115,1,1,1,1,1,1,1
1.445312,1,1,1,1,1,1,1
1.4453125,1,1,1,1,1,1,1
1.445313,1,1,1,1,1,1,1
1.4453135,1,1,1,1,1,1,1
1.445314,1,1,1,1,1,1,1
1.4453145,1,1,1,1,1,1,1
1.445315,1,1,1,1,1,1,1
1.4453155,1,1,1,1,1,1,1
1.445316,1,1,1,1,1,1,1
1.4453165,1,1,1,1,1,1,1
1.445317,1,1,1,1,1,1,1
1.4453175,1,1,1,1,1,1,1
1.445318,1,1,1,1,1,1,1
1.4453185,1,1,1,1,1,1,1
1.445319,1,1,1,1,1,1,1
1.4453195,1,1,1,1,1,1,1
1.44532,1,1,1,1,1,1,1
1.4453205,1,1,1,1,1,1,1
1.445321,1,1,1,1,1,1,1
1.4453215,1,1,1,1,1,1,1
1.445322,1,1,1,1,1,1,1
1.4453225,1,1,1,1,1,1,1
1.445323,1,1,1,1,1,1,1
1.4453235,1,1,1,1,1,1,1
1.445324,1,1,1,1,1,1,1
1.4453245,1,1,1,1,1,1,1
1.445325,1,1,1,1,1,1,1
1.4453255,1,1,1,1,1,1,1
1.445326,1,1,1,1,1,1,1
1.4453265,1,1,1,1,1,1,1
1.445327,1,1,1,1,1,1,1
1.4453275,1,1,1,1,1,1,1
1.445328,1,1,1,1,1,1,1
1.4453285,1,1,1,1,1,1,1
1.445329,1,1,1,1,1,1,1
1.4453295,1,1,1,1,1,1,1
1.44533,1,1,1,1,1,1,1
1.4453305,1,1,1,1,1,1,1
1.445331,1,1,1,1,1,1,1
1.4453315,1,1,1,1,1,1,1
1.445332,1,1,1,1,1,1,1
1.4453325,1,1,1,1,1,1,1
1.445333,1,1,1,1,1,1,1
1.4453335,1,1,1,1,1,1,1
1.445334,1,1,1,1,1,1,1
1.4453345,1,1,1,1,1,1,1
1.445335,1,1,1,1,1,1,1
1.4453355,1,1,1,1,1,1,1
1.445336,1,1,1,1,1,1,1
1.4453365,1,1,1,1,1,1,1
1.445337,1,1,1,1,1,1,1
1.4453375,1,1,1,1,1,1,1
1.445338,1,1,1,1,1,1,1
1.4453385,1,1,1,1,1,1,1
1.445339,1,1,1,1,1,1,1
1.4453395,1,1,1,1,1,1,1
1.44534,1,1,1,1,1,1,1
1.4453405,1,1,1,1,1,1,1
1.445341,1,1,1,1,1,1,1
1.4453415,1,1,1,1,1,1,1
1.445342,1,1,1,1,1,1,1
1.4453425,1,1,1,1,1,1,1
1.445343,1,1,1,1,1,1,1
1.4453435,1,1,1,1,1,1,1
1.445344,1,1,1,1,1,1,1
1.4453445,1,1,1,1,1,1,1
1.445345,1,1,1,1,1,1,1
1.4453455,1,1,1,1,1,1,1
1.445346,1,1,1,1,1,1,1
1.4453465,1,1,1,1,1,1,1
1.445347,1,1,1,1,1,1,1
1.4453475,1,1,1,1,1,1,1
1.445348,1,1,1,1,1,1,1
1.4453485,1,1,1,1,1,1,1
1.445349,1,1,1,1,1,1,1
1.4453495,1,1,1,1,1,1,1
1.44535,1,1,1,1,1,1,1
1.4453505,1,1,1,1,1,1,1
1.445351,1,1,1,1,1,1,1
1.4453515,1,1,1,1,1,1,1
1.445352,1,1,1,1,1,1,1
1.4453525,1,1,1,1,1,1,1
1.445353,1,1,1,1,1,1,1
1.4453535,1,1,1,1,1,1,1
1.445354,1,1,1,1,1,1,1
1.4453545,1,1,1,1,1,1,1
1.445355,1,1,1,1,1,1,1
1.4453555,1,1,1,1,1,1,1
1.445356,1,1,1,1,1,1,1
1.4453565,1,1,1,1,1,1,1
1.445357,1,1,1,1,1,1,1
1.4453575,1,1,1,1,1,1,1
1.445358,1,1,1,1,1,1,1
1.4453585,1,1,1,1,1,1,1
1.445359,1,1,1,1,1,1,1
1.4453595,1,1,1,1,1,1,1
1.44536,1,1,1,1,1,1,1
1.4453605,1,1,1,1,1,1,1
1.445361,1,1,1,1,1,1,1
1.4453615,1,1,1,1,1,1,1
1.445362,1,1,1,1,1,1,1
1.4453625,1,1,1,1,1,1,1
1.445363,1,1,1,1,1,1,1
1.4453635,1,1,1,1,1,1,1
1.445364,1,1,1,1,1,1,1
1.4453645,1,1,1,1,1,1,1
1.445365,1,1,1,1,1,1,1
1.4453655,1,1,1,1,1,1,1
1.445366,1,1,1,1,1,1,1
1.4453665,1,1,1,1,1,1,1
1.445367,1,1,1,1,1,1,1
1.4453675,1,1,1,1,1,1,1
1.445368,1,1,1,1,1,1,1
1.4453685,1,1,1,1,1,1,1
1.445369,1,1,1,1,1,1,1
1.4453695,1,1,1,1,1,1,1
1.44537,1,1,1,1,1,1,1
1.4453705,1,1,1,1,1,1,1
1.445371,1,1,1,1,1,1,1
1.4453715,1,1,1,1,1,1,1
1.445372,1,1,1,1,1,1,1
1.4453725,1,1,1,1,1,1,1
1.445373,1,1,1,1,1,1,1
1.4453735,1,1,1,1,1,1,1
1.445374,1,1,1,1,1,1,1
1.4453745,1,1,1,1,1,1,1
1.445375,1,1,1,1,1,1,1
1.4453755,1,1,1,1,1,1,1
1.445376,1,1,1,1,1,1,1
1.4453765,1,1,1,1,1,1,1
1.445377,1,1,1,1,1,1,1
1.4453775,1,1,1,1,1,1,1
1.445378,1,1,1,1,1,1,1
1.4453785,1,1,1,1,1,1,1
1.445379,1,1,1,1,1,1,1
1.4453795,1,1,1,1,1,1,1
1.44538,1,1,1,1,1,1,1
1.4453805,1,1,1,1,1,1,1
1.445381,1,1,1,1,1,1,1
1.4453815,1,1,1,1,1,1,1
1.445382,1,1,1,1,1,1,1
1.4453825,1,1,1,1,1,1,1
1.445383,1,1,1,1,1,1,1
1.4453835,1,1,1,1,1,1,1
1.445384,1,1,1,1,1,1,1
1.4453845,1,1,1,1,1,1,1
1.445385,1,1,1,1,1,1,1
1.4453855,1,1,1,1,1,1,1
1.445386,1,1,1,1,1,1,1
1.4453865,1,1,1,1,1,1,1
1.445387,1,1,1,1,1,1,1
1.4453875,1,1,1,1,1,1,1
1.445388,1,1,1,1,1,1,1
1.4453885,1,1,1,1,1,1,1
1.445389,1,1,1,1,1,1,1
1.4453895,1,1,1,1,1,1,1
1.44539,1,1,1,1,1,1,1
1.4453905,1,1,1,1,1,1,1
1.445391,1,1,1,1,1,1,1
1.4453915,1,1,1,1,1,1,1
1.445392,1,1,1,1,1,1,1
1.4453925,1,1,1,1,1,1,1
1.445393,1,1,1,1,1,1,1
1.4453935,1,1,1,1,1,1,1
1.445394,1,1,1,1,1,1,1
1.4453945,1,1,1,1,1,1,1
1.445395,1,1,1,1,1,1,1
1.4453955,1,1,1,1,1,1,1
1.445396,1,1,1,1,1,1,1
1.4453965,1,1,1,1,1,1,1
1.445397,1,1,1,1,1,1,1
1.4453975,1,1,1,1,1,1,1
1.445398,1,1,1,1,1,1,1
1.4453985,1,1,1,1,1,1,1
1.445399,1,1,1,1,1,1,1
1.4453995,1,1,1,1,1,1,1
1.4454,1,1,1,1,1,1,1
1.4454005,1,1,1,1,1,1,1
1.445401,1,1,1,1,1,1,1
1.4454015,1,1,1,1,1,1,1
1.445402,1,1,1,1,1,1,1
1.4454025,1,1,1,1,1,1,1
1.445403,1,1,1,1,1,1,1
1.4454035,1,1,1,1,1,1,1
1.445404,1,1,1,1,1,1,1
1.4454045,1,1,1,1,1,1,1
1.445405,1,1,1,1,1,1,1
1.4454055,1,1,1,1,1,1,1
1.445406,1,1,1,1,1,1,1
1.4454065,1,1,1,1,1,1,1
1.445407,1,1,1,1,1,1,1
1.4454075,1,1,1,1,1,1,1
1.445408,1,1,1,1,1,1,1
1.4454085,1,1,1,1,1,1,1
1.445409,1,1,1,1,1,1,1
1.4454095,1,1,1,1,1,1,1
1.44541,1,1,1,1,1,1,1
1.4454105,1,1,1,1,1,1,1
1.445411,1,1,1,1,1,1,1
1.4454115,1,1,1,1,1,1,1
1.445412,1,1,1,1,1,1,1
1.4454125,1,1,1,1,1,1,1
1.445413,1,1,1,1,1,1,1
1.4454135,1,1,1,1,1,1,1
1.445414,1,1,1,1,1,1,1
1.4454145,1,1,1,1,1,1,1
1.445415,1,1,1,1,1,1,1
1.4454155,1,1,1,1,1,1,1
1.445416,1,1,1,1,1,1,1
1.4454165,1,1,1,1,1,1,1
1.445417,1,1,1,1,1,1,1
1.4454175,1,1,1,1,1,1,1
1.445418,1,1,1,1,1,1,1
1.4454185,1,1,1,1,1,1,1
1.445419,1,1,1,1,1,1,1
1.4454195,1,1,1,1,1,1,1
1.44542,1,1,1,1,1,1,1
1.4454205,1,1,1,1,1,1,1
1.445421,1,1,1,1,1,1,1
1.4454215,1,1,1,1,1,1,1
1.445422,1,1,1,1,1,1,1
1.4454225,1,1,1,1,1,1,1
1.445423,1,1,1,1,1,1,1
1.4454235,1,1,1,1,1,1,1
1.445424,1,1,1,1,1,1,1
1.4454245,1,1,1,1,1,1,1
1.445425,1,1,1,1,1,1,1
1.4454255,1,1,1,1,1,1,1
1.445426,1,1,1,1,1,1,1
1.4454265,1,1,1,1,1,1,1
1.445427,1,1,1,1,1,1,1
1.4454275,1,1,1,1,1,1,1
1.445428,1,1,1,1,1,1,1
1.4454285,1,1,1,1,1,1,1
1.445429,1,1,1,1,1,1,1
1.4454295,1,1,1,1,1,1,1
1.44543,1,1,1,1,1,1,1
1.4454305,1,1,1,1,1,1,1
1.445431,1,1,1,1,1,1,1
1.4454315,1,1,1,1,1,1,1
1.445432,1,1,1,1,1,1,1
1.4454325,1,1,1,1,1,1,1
1.445433,1,1,1,1,1,1,1
1.4454335,1,1,1,1,1,1,1
1.445434,1,1,1,1,1,1,1
1.4454345,1,1,1,1,1,1,1
1.445435,1,1,1,1,1,1,1
1.4454355,1,1,1,1,1,1,1
1.445436,1,1,1,1,1,1,1
1.4454365,1,1,1,1,1,1,1
1.445437,1,1,1,1,1,1,1
1.4454375,1,1,1,1,1,1,1
1.445438,1,1,1,1,1,1,1
1.4454385,1,1,1,1,1,1,1
1.445439,1,1,1,1,1,1,1
1.4454395,1,1,1,1,1,1,1
1.44544,1,1,1,1,1,1,1
1.4454405,1,1,1,1,1,1,1
1.445441,1,1,1,1,1,1,1
1.4454415,1,1,1,1,1,1,1
1.445442,1,1,1,1,1,1,1
1.4454425,1,1,1,1,1,1,1
1.445443,1,1,1,1,1,1,1
1.4454435,1,1,1,1,1,1,1
1.445444,1,1,1,1,1,1,1
1.4454445,1,1,1,1,1,1,1
1.445445,1,1,1,1,1,1,1
1.4454455,1,1,1,1,1,1,1
1.445446,1,1,1,1,1,1,1
1.4454465,1,1,1,1,1,1,1
1.445447,1,1,1,1,1,1,1
1.4454475,1,1,1,1,1,1,1
1.445448,1,1,1,1,1,1,1
1.4454485,1,1,1,1,1,1,1
1.445449,1,1,1,1,1,1,1
1.4454495,1,1,1,1,1,1,1
1.44545,1,1,1,1,1,1,1
1.4454505,1,1,1,1,1,1,1
1.445451,1,1,1,1,1,1,1
1.4454515,1,1,1,1,1,1,1
1.445452,1,1,1,1,1,1,1
1.4454525,1,1,1,1,1,1,1
1.445453,1,1,1,1,1,1,1
1.4454535,1,1,1,1,1,1,1
1.445454,1,1,1,1,1,1,1
1.4454545,1,1,1,1,1,1,1
1.445455,1,1,1,1,1,1,1
1.4454555,1,1,1,1,1,1,1
1.445456,1,1,1,1,1,1,1
1.4454565,1,1,1,1,1,1,1
1.445457,1,1,1,1,1,1,1
1.4454575,1,1,1,1,1,1,1
1.445458,1,1,1,1,1,1,1
1.4454585,1,1,1,1,1,1,1
1.445459,1,1,1,1,1,1,1
1.4454595,1,1,1,1,1,1,1
1.44546,1,1,1,1,1,1,1
1.4454605,1,1,1,1,1,1,1
1.445461,1,1,1,1,1,1,1
1.4454615,1,1,1,1,1,1,1
1.445462,1,1,1,1,1,1,1
1.4454625,1,1,1,1,1,1,1
1.445463,1,1,1,1,1,1,1
1.4454635,1,1,1,1,1,1,1
1.445464,1,1,1,1,1,1,1
1.4454645,1,1,1,1,1,1,1
1.445465,1,1,1,1,1,1,1
1.4454655,1,1,1,1,1,1,1
1.445466,1,1,1,1,1,1,1
1.4454665,1,1,1,1,1,1,1
1.445467,1,1,1,1,1,1,1
1.4454675,1,1,1,1,1,1,1
1.445468,1,1,1,1,1,1,1
1.4454685,1,1,1,1,1,1,1
1.445469,1,1,1,1,1,1,1
1.4454695,1,1,1,1,1,1,1
1.44547,1,1,1,1,1,1,1
1.4454705,1,1,1,1,1,1,1
1.445471,1,1,1,1,1,1,1
1.4454715,1,1,1,1,1,1,1
1.445472,1,1,1,1,1,1,1
1.4454725,1,1,1,1,1,1,1
1.445473,1,1,1,1,1,1,1
1.4454735,1,1,1,1,1,1,1
1.445474,1,1,1,1,1,1,1
1.4454745,1,1,1,1,1,1,1
1.445475,1,1,1,1,1,1,1
1.4454755,1,1,1,1,1,1,1
1.445476,1,1,1,1,1,1,1
1.4454765,1,1,1,1,1,1,1
1.445477,1,1,1,1,1,1,1
1.4454775,1,1,1,1,1,1,1
1.445478,1,1,1,1,1,1,1
1.4454785,1,1,1,1,1,1,1
1.445479,1,1,1,1,1,1,1
1.4454795,1,1,1,1,1,1,1
1.44548,1,1,1,1,1,1,1
1.4454805,1,1,1,1,1,1,1
1.445481,1,1,1,1,1,1,1
1.4454815,1,1,1,1,1,1,1
1.445482,1,1,1,1,1,1,1
1.4454825,1,1,1,1,1,1,1
1.445483,1,1,1,1,1,1,1
1.4454835,1,1,1,1,1,1,1
1.445484,1,1,1,1,1,1,1
1.4454845,1,1,1,1,1,1,1
1.445485,1,1,1,1,1,1,1
1.4454855,1,1,1,1,1,1,1
1.445486,1,1,1,1,1,1,1
1.4454865,1,1,1,1,1,1,1
1.445487,1,1,1,1,1,1,1
1.4454875,1,1,1,1,1,1,1
1.445488,1,1,1,1,1,1,1
1.4454885,1,1,1,1,1,1,1
1.445489,1,1,1,1,1,1,1
1.4454895,1,1,1,1,1,1,1
1.44549,1,1,1,1,1,1,1
1.4454905,1,1,1,1,1,1,1
1.445491,1,1,1,1,1,1,1
1.4454915,1,1,1,1,1,1,1
1.445492,1,1,1,1,1,1,1
1.4454925,1,1,1,1,1,1,1
1.445493,1,1,1,1,1,1,1
1.4454935,1,1,1,1,1,1,1
1.445494,1,1,1,1,1,1,1
1.4454945,1,1,1,1,1,1,1
1.445495,1,1,1,1,1,1,1
1.4454955,1,1,1,1,1,1,1
1.445496,1,1,1,1,1,1,1
1.4454965,1,1,1,1,1,1,1
1.445497,1,1,1,1,1,1,1
1.4454975,1,1,1,1,1,1,1
1.445498,1,1,1,1,1,1,1
1.4454985,1,1,1,1,1,1,1
1.445499,1,1,1,1,1,1,1
1.4454995,1,1,1,1,1,1,1
1.4455,1,1,1,1,1,1,1
1.4455005,1,1,1,1,1,1,1
1.445501,1,1,1,1,1,1,1
1.4455015,1,1,1,1,1,1,1
1.445502,1,1,1,1,1,1,1
1.4455025,1,1,1,1,1,1,1
1.445503,1,1,1,1,1,1,1
1.4455035,1,1,1,1,1,1,1
1.445504,1,1,1,1,1,1,1
1.4455045,1,1,1,1,1,1,1
1.445505,1,1,1,1,1,1,1
1.4455055,1,1,1,1,1,1,1
1.445506,1,1,1,1,1,1,1
1.4455065,1,1,1,1,1,1,1
1.445507,1,1,1,1,1,1,1
1.4455075,1,1,1,1,1,1,1
1.445508,1,1,1,1,1,1,1
1.4455085,1,1,1,1,1,1,1
1.445509,1,1,1,1,1,1,1
1.4455095,1,1,1,1,1,1,1
1.44551,1,1,1,1,1,1,1
1.4455105,1,1,1,1,1,1,1
1.445511,1,1,1,1,1,1,1
1.4455115,1,1,1,1,1,1,1
1.445512,1,1,1,1,1,1,1
1.4455125,1,1,1,1,1,1,1
1.445513,1,1,1,1,1,1,1
1.4455135,1,1,1,1,1,1,1
1.445514,1,1,1,1,1,1,1
1.4455145,1,1,1,1,1,1,1
1.445515,1,1,1,1,1,1,1
1.4455155,1,1,1,1,1,1,1
1.445516,1,1,1,1,1,1,1
1.4455165,1,1,1,1,1,1,1
1.445517,1,1,1,1,1,1,1
1.4455175,1,1,1,1,1,1,1
1.445518,1,1,1,1,1,1,1
1.4455185,1,1,1,1,1,1,1
1.445519,1,1,1,1,1,1,1
1.4455195,1,1,1,1,1,1,1
1.44552,1,1,1,1,1,1,1
1.4455205,1,1,1,1,1,1,1
1.445521,1,1,1,1,1,1,1
1.4455215,1,1,1,1,1,1,1
1.445522,1,1,1,1,1,1,1
1.4455225,1,1,1,1,1,1,1
1.445523,1,1,1,1,1,1,1
1.4455235,1,1,1,1,1,1,1
1.445524,1,1,1,1,1,1,1
1.4455245,1,1,1,1,1,1,1
1.445525,1,1,1,1,1,1,1
1.4455255,1,1,1,1,1,1,1
1.445526,1,1,1,1,1,1,1
1.4455265,1,1,1,1,1,1,1
1.445527,1,1,1,1,1,1,1
1.4455275,1,1,1,1,1,1,1
1.445528,1,1,1,1,1,1,1
1.4455285,1,1,1,1,1,1,1
1.445529,1,1,1,1,1,1,1
1.4455295,1,1,1,1,1,1,1
1.44553,1,1,1,1,1,1,1
1.4455305,1,1,1,1,1,1,1
1.445531,1,1,1,1,1,1,1
1.4455315,1,1,1,1,1,1,1
1.445532,1,1,1,1,1,1,1
1.4455325,1,1,1,1,1,1,1
1.445533,1,1,1,1,1,1,1
1.4455335,1,1,1,1,1,1,1
1.445534,1,1,1,1,1,1,1
1.4455345,1,1,1,1,1,1,1
1.445535,1,1,1,1,1,1,1
1.4455355,1,1,1,1,1,1,1
1.445536,1,1,1,1,1,1,1
1.4455365,1,1,1,1,1,1,1
1.445537,1,1,1,1,1,1,1
1.4455375,1,1,1,1,1,1,1
1.445538,1,1,1,1,1,1,1
1.4455385,1,1,1,1,1,1,1
1.445539,1,1,1,1,1,1,1
1.4455395,1,1,1,1,1,1,1
1.44554,1,1,1,1,1,1,1
1.4455405,1,1,1,1,1,1,1
1.445541,1,1,1,1,1,1,1
1.4455415,1,1,1,1,1,1,1
1.445542,1,1,1,1,1,1,1
1.4455425,1,1,1,1,1,1,1
1.445543,1,1,1,1,1,1,1
1.4455435,1,1,1,1,1,1,1
1.445544,1,1,1,1,1,1,1
1.4455445,1,1,1,1,1,1,1
1.445545,1,1,1,1,1,1,1
1.4455455,1,1,1,1,1,1,1
1.445546,1,1,1,1,1,1,1
1.4455465,1,1,1,1,1,1,1
1.445547,1,1,1,1,1,1,1
1.4455475,1,1,1,1,1,1,1
1.445548,1,1,1,1,1,1,1
1.4455485,1,1,1,1,1,1,1
1.445549,1,1,1,1,1,1,1
1.4455495,1,1,1,1,1,1,1
1.44555,1,1,1,1,1,1,1
1.4455505,1,1,1,1,1,1,1
1.445551,1,1,1,1,1,1,1
1.4455515,1,1,1,1,1,1,1
1.445552,1,1,1,1,1,1,1
1.4455525,1,1,1,1,1,1,1
1.445553,1,1,1,1,1,1,1
1.4455535,1,1,1,1,1,1,1
1.445554,1,1,1,1,1,1,1
1.4455545,1,1,1,1,1,1,1
1.445555,1,1,1,1,1,1,1
1.4455555,1,1,1,1,1,1,1
1.445556,1,1,1,1,1,1,1
1.4455565,1,1,1,1,1,1,1
1.445557,1,1,1,1,1,1,1
1.4455575,1,1,1,1,1,1,1
1.445558,1,1,1,1,1,1,1
1.4455585,1,1,1,1,1,1,1
1.445559,1,1,1,1,1,1,1
1.4455595,1,1,1,1,1,1,1
1.44556,1,1,1,1,1,1,1
1.4455605,1,1,1,1,1,1,1
1.445561,1,1,1,1,1,1,1
1.4455615,1,1,1,1,1,1,1
1.445562,1,1,1,1,1,1,1
1.4455625,1,1,1,1,1,1,1
1.445563,1,1,1,1,1,1,1
1.4455635,1,1,1,1,1,1,1
1.445564,1,1,1,1,1,1,1
1.4455645,1,1,1,1,1,1,1
1.445565,1,1,1,1,1,1,1
1.4455655,1,1,1,1,1,1,1
1.445566,1,1,1,1,1,1,1
1.4455665,1,1,1,1,1,1,1
1.445567,1,1,1,1,1,1,1
1.4455675,1,1,1,1,1,1,1
1.445568,1,1,1,1,1,1,1
1.4455685,1,1,1,1,1,1,1
1.445569,1,1,1,1,1,1,1
1.4455695,1,1,1,1,1,1,1
1.44557,1,1,1,1,1,1,1
1.4455705,1,1,1,1,1,1,1
1.445571,1,1,1,1,1,1,1
1.4455715,1,1,1,1,1,1,1
1.445572,1,1,1,1,1,1,1
1.4455725,1,1,1,1,1,1,1
1.445573,1,1,1,1,1,1,1
1.4455735,1,1,1,1,1,1,1
1.445574,1,1,1,1,1,1,1
1.4455745,1,1,1,1,1,1,1
1.445575,1,1,1,1,1,1,1
1.4455755,1,1,1,1,1,1,1
1.445576,1,1,1,1,1,1,1
1.4455765,1,1,1,1,1,1,1
1.445577,1,1,1,1,1,1,1
1.4455775,1,1,1,1,1,1,1
1.445578,1,1,1,1,1,1,1
1.4455785,1,1,1,1,1,1,1
1.445579,1,1,1,1,1,1,1
1.4455795,1,1,1,1,1,1,1
1.44558,1,1,1,1,1,1,1
1.4455805,1,1,1,1,1,1,1
1.445581,1,1,1,1,1,1,1
1.4455815,1,1,1,1,1,1,1
1.445582,1,1,1,1,1,1,1
1.4455825,1,1,1,1,1,1,1
1.445583,1,1,1,1,1,1,1
1.4455835,1,1,1,1,1,1,1
1.445584,1,1,1,1,1,1,1
1.4455845,1,1,1,1,1,1,1
1.445585,1,1,1,1,1,1,1
1.4455855,1,1,1,1,1,1,1
1.445586,1,1,1,1,1,1,1
1.4455865,1,1,1,1,1,1,1
1.445587,1,1,1,1,1,1,1
1.4455875,1,1,1,1,1,1,1
1.445588,1,1,1,1,1,1,1
1.4455885,1,1,1,1,1,1,1
1.445589,1,1,1,1,1,1,1
1.4455895,1,1,1,1,1,1,1
1.44559,1,1,1,1,1,1,1
1.4455905,1,1,1,1,1,1,1
1.445591,1,1,1,1,1,1,1
1.4455915,1,1,1,1,1,1,1
1.445592,1,1,1,1,1,1,1
1.4455925,1,1,1,1,1,1,1
1.445593,1,1,1,1,1,1,1
1.4455935,1,1,1,1,1,1,1
1.445594,1,1,1,1,1,1,1
1.4455945,1,1,1,1,1,1,1
1.445595,1,1,1,1,1,1,1
1.4455955,1,1,1,1,1,1,1
1.445596,1,1,1,1,1,1,1
1.4455965,1,1,1,1,1,1,1
1.445597,1,1,1,1,1,1,1
1.4455975,1,1,1,1,1,1,1
1.445598,1,1,1,1,1,1,1
1.4455985,1,1,1,1,1,1,1
1.445599,1,1,1,1,1,1,1
1.4455995,1,1,1,1,1,1,1
1.4456,1,1,1,1,1,1,1
1.4456005,1,1,1,1,1,1,1
1.445601,1,1,1,1,1,1,1
1.4456015,1,1,1,1,1,1,1
1.445602,1,1,1,1,1,1,1
1.4456025,1,1,1,1,1,1,1
1.445603,1,1,1,1,1,1,1
1.4456035,1,1,1,1,1,1,1
1.445604,1,1,1,1,1,1,1
1.4456045,1,1,1,1,1,1,1
1.445605,1,1,1,1,1,1,1
1.4456055,1,1,1,1,1,1,1
1.445606,1,1,1,1,1,1,1
1.4456065,1,1,1,1,1,1,1
1.445607,1,1,1,1,1,1,1
1.4456075,1,1,1,1,1,1,1
1.445608,1,1,1,1,1,1,1
1.4456085,1,1,1,1,1,1,1
1.445609,1,1,1,1,1,1,1
1.4456095,1,1,1,1,1,1,1
1.44561,1,1,1,1,1,1,1
1.4456105,1,1,1,1,1,1,1
1.445611,1,1,1,1,1,1,1
1.4456115,1,1,1,1,1,1,1
1.445612,1,1,1,1,1,1,1
1.4456125,1,1,1,1,1,1,1
1.445613,1,1,1,1,1,1,1
1.4456135,1,1,1,1,1,1,1
1.445614,1,1,1,1,1,1,1
1.4456145,1,1,1,1,1,1,1
1.445615,1,1,1,1,1,1,1
1.4456155,1,1,1,1,1,1,1
1.445616,1,1,1,1,1,1,1
1.4456165,1,1,1,1,1,1,1
1.445617,1,1,1,1,1,1,1
1.4456175,1,1,1,1,1,1,1
1.445618,1,1,1,1,1,1,1
1.4456185,1,1,1,1,1,1,1
1.445619,1,1,1,1,1,1,1
1.4456195,1,1,1,1,1,1,1
1.44562,1,1,1,1,1,1,1
1.4456205,1,1,1,1,1,1,1
1.445621,1,1,1,1,1,1,1
1.4456215,1,1,1,1,1,1,1
1.445622,1,1,1,1,1,1,1
1.4456225,1,1,1,1,1,1,1
1.445623,1,1,1,1,1,1,1
1.4456235,1,1,1,1,1,1,1
1.445624,1,1,1,1,1,1,1
1.4456245,1,1,1,1,1,1,1
1.445625,1,1,1,1,1,1,1
1.4456255,1,1,1,1,1,1,1
1.445626,1,1,1,1,1,1,1
1.4456265,1,1,1,1,1,1,1
1.445627,1,1,1,1,1,1,1
